text,label
i am hoping the weatherman is right with his forecast of stay at home dont venture out rain for tomorrow i am feeling all kind of creative,joy
i already feel the atmosphere around it seems dangerous,anger
i feel rich tonight,joy
i would have left that exam feeling humiliated and reevaluating everything i know about myself,sadness
i feel so bouncy and happy,joy
i hope that one day i can escape tia place that i feel has held me back that has inhibited me from reaching my potential but that isnt me for decide just to pray on,sadness
i have an interest in a relationship with the person long term and an end goal in mind little spats here and there in which i feel i have been wronged are really of rather little consequence in the grand scheme of things,anger
i feel like im talented enough to really deliver the line and make the listener hear the,joy
i feel we do have some control over our petty dissatisfactions by trying to act or think and then feel more positive about our own lives,anger
i also did feel like i was excited to come back like i have two homes now,joy
i find myself feeling sentimental pretty much every day,sadness
i feel like everything about me is defective and wrong and needs to be changed but when i change it the new thing is wrong too because its mine and therefore it must be wrong,sadness
i feel so foolish i admitted,sadness
im feeling stressed about this more than i should,anger
i cant even pay attention because i feel so lame watching it,sadness
i feel like i had this bitchy undertone the whole convo like kinda sarcastic,anger
im about to go look for him again when i start to feel calm and think that his phone probably died,joy
a scene in a film in which one man repressed another one by concidence,anger
i should be feeling eager to leap into stash of fabric and make something,joy
i can t help but feel appreciative of artists who produce such quality work,joy
i feel useless and worthless,sadness
i am also now down lbs so i feel so good i still have another to go at least well thats the plan anyway,joy
i feel so elegant so marvelous so irresistible in this frock that i will endure the discomfort,joy
i lose interest in reading stories when i feel like the tension has been resolved which did happen a few times and yet i kept wanting to read more,joy
i feel regretful ashamed and embarrased of evey single thing ive ever done i cant think of anything im proud of,sadness
i woke up early and felt strangely alert and good in contrast to my usual mornings feeling groggy cranky and sore,sadness
i feel like one of those dirty confidential intermediaries that i so dislike,sadness
i feel petty and mean unemotional when im with her,anger
i feared i would feel resentful of her or this process but i dont and i am so happy about that,anger
i no raphael says grasping for his usual eloquence and feeling it slip from his fingers with spiteful ease,anger
i was left feeling a little disheartened,sadness
i feel sarcastic poetry coming on,anger
im feeling particularly dangerous a chocolate cookie,anger
im not quite sure what it is but its a feeling specially for you and its nothing hostile,anger
i have my drive back and am begging to feel a little bit useful again,joy
for the loss of a close friend or relative,sadness
i know not all women feel this way but i have felt very unimportant int the church and almost dare i say second class citizen im not trying to bash the church but i think some women are so thirsty for knowlege about her to reinforce their own place and importance in the world,sadness
i know that obrian can do good characterisation as evidenced in his main characters it just feels like he couldnt be bothered to extend that to the rest of the crew,anger
i feel like a lot of teenagers including myself feel like this around their parents but with colby it s amplified because she knows how important her dad s job is and she feels like she can t protest how much time he spends doing it,joy
i would accept your gift without feeling mad,anger
i didnt know what to feel except ashamed of myself for not feeling sorrow,sadness
im feeling very hopeful about graduating this fall,joy
i feel the cold mostly in my arms and torso,anger
i think she had more fun than she thought she would have granted we do feel like we are suffering a bit with the food and detoxing but at the same time we feel like we are finally making serious changes to be healthy and that alone is a really awesome feeling,sadness
i sometimes had the feeling she wasn t being entirely truthful with me about things she had no reason to lie about,joy
i do i really do think i have some justification for feeling smug,joy
i feel that cold breeze,anger
i feel like im doomed until he returns,sadness
i have this nagging feeling that i fucked everything up on the first try,anger
i have to admit that i feel a little irate as well but its under control,anger
i need to know what her thoughts and feelings are this is not a casual play anymore for me anyway,joy
i don t feel like there was a part before the race where i was stressed out,anger
i could continue feeling awful and crying to all my friends and focus on how wronged i had been and end up feeling worse,sadness
i didnt want to stay in this feeling of loneliness the emptiness of my prayers blank requests to a paper deity,sadness
i actually feel insulted when the plot goes off on a tangent like that,anger
i feel ok an that kai can take the emotions that he will be feeling today,joy
i walked around my yard and even got down by the waterside of the lake i live by i couldnt feel my fingers it was so cold,anger
im a lover and a listener i just cuddle and listen and i cant do the cuddle thing so i feel a bit listless,sadness
i feel like i should go to the supermarket and buy something totally delicious for dinner with the money my mother put in my account today,joy
i know all art animals are lame and i feel particularly violent about the crabs,anger
i am a celebrity or politician i can hire a bodyguard who carries a gun and i don t have to apologize explain or feel embarrassed about this choice,sadness
i am feeling a little sarcastic today,anger
im already feeling sentimental about his time as a newborn as he was so wee and has sadly outgrown some fave thrifted outfits,sadness
i feel that the perpetrator should be punished to the full extent of the law,sadness
i have unwashed hair but a new shirt and also the weather is the bomb but i also feel sleep deprived and havent had a diet coke and its am,sadness
i feel honoured to have this opportunity and look forward to the future and how our lives will develop,joy
ill get round to it this quarter im feeling hopeful about this one,joy
when i happen to witness some sadistic acts,anger
i feel like that little boy with no sense of value perpetually doomed to keep breaking all that is valuable in life,sadness
i feel like we rushed through this weekend,anger
i feel disturbed and sad,sadness
i feel selfish but she would insist,anger
i dont think thats what ill do because i feel its just really awkward,sadness
im feeling just pretty rich,joy
i was feeling a little awkward about seeing some folks,sadness
i am feeling rebellious i will start from the end instead of the beginning a very good place to start,anger
i get one i feel like i need to either even things out by immediately giving one back or make things even less even by using a comeback as if i was just insulted,anger
i feel and bruise my how was anybody to be punished,sadness
i do have a feeling it ll be a productive relationship,joy
i started to open up about it i started to feel more like myself the stephanie who isn t embarrassed by life s setbacks who tackles difficult situations with humor and honesty,sadness
i dont know who wrote the following little note but this is how i feel today if u r offended by the following posting then you obviously have not lived long enough to be compromised on how you act or believe,anger
i just feel so wronged and sad that i cant even have the space i want,anger
i paused feeling that what would come next would be fake,sadness
i always seem to feel im running on empty,sadness
i came out of the movie feeling like i had a bunch to learn from the character i just played and then i came to the unfortunate conclusion that he was a fictional character and he didn t exist,sadness
i feel like if i ask them to stay for me then im being the selfish one even though they are the ones making plans that they know i cant do with them,anger
im still not feeling these days but cuddling with them almost always makes me feel a little bit better,joy
i feel stubborn and strong and ready to fight this disease,anger
ive been feeling disgusted and ashamed,anger
i feel like ive ever perfectly captured this beauty this perfect girl,joy
i was going crazy thank god i have a craving for fruits and chocolate it made me go out in the cold with a gross wind blowing in my neck feeling mad and angry and crappy,anger
i don t feel resentful i feel guilty,anger
i don t feel stressed,anger
i write now it feels like furious abandonment to embrace a cliche,anger
i just really need the money right now and i feel like some greedy nasty aunt for not wanting to hand everything over,anger
i love that she doesnt always feel brave,joy
i feel like i should see it through to the bitter end so thats what im going to do,anger
i feel stupid every time i even think about it,sadness
i have essentially at least in my mind solved these design problems i just don t fucking feel like working them out in all their iterations i just feel like i can t be bothered leave that shit to the junior designers,anger
i know the feeling of plans disturbed schedules disrupted,sadness
i feel agitated,anger
i contend that the acceptance is a bow to the culture which requires it and christians today feel shamed by a new morality,sadness
i felt disgust of dirty,anger
i am pleased that only pgce qualified teachers can work here it makes the effort expense to gain mine feel worthwhile,joy
i need to feel confident about my stroke play and when i recently injured my wrist i found the x tremus the best for helping me recover yet still play,joy
i was already feeling exhausted and it was a matter of survival from that point onwards,sadness
i need to be more upfront about how i feel about how im being valued at work,joy
i feel a little tortured and lost,anger
i know your feeling because i have it and i am glad you have it,joy
i feel jealous of everyone who has the chance to meet you everyday,anger
i truly am i feel so disillusioned with the world after years of believing in helping others and getting immense joy from doing so,sadness
i was wrong to feel overly optimistic about the crossfit workout,joy
i was feeling absolutely ecstatic this morning,joy
i feel he is sincere and repentant for his past opposition to civil rights,joy
i feel selfish but i think it s about time i was,anger
im warning you hes feeling cranky this morning,anger
i feel so repressed when compared to dear a href http eurodancemix,sadness
i feel like a woman should be respected at all times therefore i made the right decision he said,joy
i just feel like being sarcastic and mean and all because history paper is overrrrrrrrrrrr,anger
i feel i should be at and the pay is too low to maintain life in the city,sadness
i feel to you or dad because dad is pissed about the dishes and will in turn belittle the way i feel to simply me being a spoiled little bitch who doesn t do jack around the house,anger
i remember feeling absolutely devastated by what i saw,sadness
i feel that i have often entertained people by not saying what came to my mind in that moment and instead by making up stories or adding some extras especially because,joy
i can not acquaint the reason just because i feel acceptable if cutting links london jewelry,joy
i type this i feel like one of those unfortunate animals that gets caught in washing machines and somehow survives much lighter ragged and half dead,sadness
i was beginning to feel fear nevertheless a stubborn person i am i swept the superstition away but i reminded myself to pay extra caution,anger
i don t feel you all the time and you re not always on my mind but i ve got you from time to time and i know the divine yes i know the divine it all began at mount sinai,joy
i think i could manage one team in jacksonville without feeling too dirty,sadness
i feel like i need to do something to change this vicious cycle of being good and letting cravings drive me to madness and binging,anger
i do feel like less of a person when i constantly hear family members use hateful language every time anything even remotely related to homosexuality comes up,anger
i climbed the hill feeling frustrated that id pretty much paced entirely wrong for this course and that a factor that has never ever hampered me had made such a dent in the day,anger
i listen to dubstep when im feeling damn irritated,anger
i don t feel the issue is resolved,joy
i feel like when nikolas gets here im going to have such a rude wake up call,anger
i currently have it sitting in a bowl of rice in the sun in the hope it will dry out but im not feeling optimistic,joy
i feel very satisfied to have gone through this challenge,joy
i started to feel cold like symptoms of light nausea cough and tiredness,anger
i feel that some violent natures are generic,anger
i like this so much but i feel like somehow this will be a term that becomes more popular in the future,joy
i feel like i want to punch him in his handsome face,joy
i used to have this friend who always always had to have a boyfriend and if she didnt she would get majorly depressed and feel defective or something and i think she was that way because of her mom and i always felt really bad for her,sadness
i feel that entertainers as talented as williams become part of our lives,joy
i never want her to feel the pain of struggle of suffering,sadness
i was feeling emotionally drained,sadness
im totally digging and all the band business over the last little while i feel like ive been totally socially and emotionally neglectful of a lot of shit in my world,sadness
i feel as though the concept of lifestyle change rather than weight loss has been beaten to death but it really is something that i believe in and am currently experiencing,sadness
i can feel the beginnings of a cold so i figured i deserve a heinously hot bath,anger
i was feeling pretty discontent after that,sadness
i hardly feel like i had a weekend if i dont get fucked up,anger
im feeling a little bit melancholy tonight,sadness
im feeling playful and humorous,joy
i have a massive identity of my own and always feeling like i take the boring route,sadness
ive been without a home without somewhere that i feel truly welcomed and safe,joy
i feel ashamed when i log out and leave these problems behind,sadness
i said in the words of a devotee that i feel relieved when i hear the your title as deen bandhu as i am the most fallen person but i become afraid at your title of uplifter of devotees as i don t consider myself to be a true devotee and hence unworthy to benefit from the aspect of your personality,joy
i feel for pete but i also admire the fact that he is not devastated by it and is still his positive happy self,sadness
i even mentioned him was to show i want to trust you with my feelings hoping you would not think i was being rude mean coercive or pushy,anger
i feel a cool breeze and think it might be cold but then i realize it is still degrees and humid outside,joy
i also know on certain days when im feeling crappy its only because i didnt bring enough cigarettes,sadness
i feel like i have been really cranky at school these days,anger
i am posting about a past event where i am feeling like i should be insulted,anger
im feeling less than thrilled about having to go back to my second choice donor now that mr,joy
i am letting go of the animosity that is towards anyone that i feel has wronged me,anger
i feel weepy and that makes me want to avoid people so i dont freak them out,sadness
i feel like i just am so discontent with my work load and with myself,sadness
i feel lost as in what the fuck am i doing,sadness
i feel sorry for those that can t eat mangoes amp grateful i can,sadness
i want to enter in defiance but coming from a different culture i feel offended that i am not allowed,anger
i feel honoured to have won a few prizes this year in a local photography exhibition and have recently been asked by getty images for quite a number of my photos to be part of their world renowned collection of photographic images,joy
i was feeling irate and extremely uncomfortable,anger
i came down into the kitchen of my childhood still in a dream i was like a mini baby on the kitchen table and i told my mother that she should expect to get this kind of a damaged child because she was so narrow and unwilling to feelings and emotional support,sadness
i have been feeling very stressed these days,anger
im not feeling well a href http,joy
i would like to say that i feel very blessed dan does not live on this continent although this does create some other unique international messes,joy
i was feeling grouchy and all,anger
i invite him to send me an email detailing all the ways he feels that ive wronged him and i promise to post it unedited outside of names or what not in this blog,anger
i know is sounds a tad silly but its a lovely feeling capturing moments and im just glad some people like them too,joy
i feel for you you guys who been insulted ill treated lathi charged at the grounds,anger
i feel more resolved than ever to persevere with the use of web based technology for learning despite problems mistakes and frustrations,joy
i feel awkward speaking to a native now,sadness
i can tell pms is at work because i feel so weepy,sadness
i really do what i feel like doing about of the time they get mad,anger
i were feeling energetic so we decided we were going to bike to the rest of the temples,joy
i feel very awkward,sadness
i left the office feeling so relieved,joy
i did take a surprise two hour nap this afternoon though and woke up feeling not as exhausted as i did this morning so maybe thats a good sign,sadness
i could feel that the person was pissed at me because that person didnt understand what i was trying to say and so there was further personal attack again asking me whats my nationality giving me that shit face and blah blah,anger
i feel like everything i have ever valued is now stripped,joy
i feel really greedy but i like hogging him,anger
i think about myself personally when it comes to investing i feel like i would fall into the investment category of getting greedy i think id invest into a bombing market like coca cola in the s,anger
i feel a little jealous of the people who are sitting in the coffee shop all leisurely like at in the morning,anger
i felt like talking too but i didn t know what to say to cause any real damage so that at least my cousin didn t feel alone not that he needed me anyway i tell you he could take on a battalion if necessary,sadness
i feel im just so greedy that all i care about is myself,anger
ive learned an important thing i binge eat to cope with what i cannot control feelings and emotional reactions to situations outside of my control,sadness
i feel pretty pathetic most of the time,sadness
i feel so tortured,anger
i feel a bit stressed because it feels like im supposed to do something all the time and that i should be reading now,anger
i feel satisfied and pleased after getting good marks in exams or praise from teachers for good performance,joy
i feel utterly joyful and brimming with gratitude,joy
this happened when i could not get into the school i had initially wanted,anger
i feel like ive got the content down i print my work and read it through,joy
i understand and feel for her pain neferet remains my most hated character in the house of night,anger
i like taking cold showers i get out feeling invigorated and ready to roll,joy
i finished this book feeling all gloomy because her emo personality apparently rubbed off on me,sadness
i feel like i am really grouchy and some days i get in moods where i feel like it is me against the world,anger
i feel like nobody is giving me a chance to explain and accept that i am never going to be happy doing what they expect me to do,joy
im still contagious and while i am desperately wanting to cuddle him id feel rotten if i let my selfish physical wants get him sick,sadness
i got some good feedback from my summary of uganda i still feel as though i missed out on a lot of things i had wanted to say that i hope ill be able to come back to later on,sadness
i feel like i need to officially address this because it is just so fucking dumb,sadness
i can feel the cold wind,anger
im moving back into vegitarianism and it feels delicious,joy
i just feel like being selfish and really live my life,anger
i just feel so annoyed with the way our economic job market is set up,anger
i just feel for my hubbie all this rubbish is really starting to knock his confidence in the people hes supposed to be trusting his heart to,joy
i feel vicious and sleepy,anger
i don t want to mention the afternoon because i am a highly conscientious person who would hate like to make you feel that unsuccessful,sadness
i feel pissed my friend didnt offer me a soda,anger
i have been trying to come to terms with my own emotionally damaged thinking but now i almost feel convinced that my thoughts are full of validity,joy
i know shes right because i feel more energetic awake patient and happy when im running daily but i still feel a little bad too because i believe breast milk is so much better for babies than formula,joy
i feel so tranquil right now its great,joy
i am no longer feeling any effects from ibs irritable bowel syndrome that i suffered with for years,anger
i feel glad to have my little blog to share with you the dangers i see on the path ahead,joy
i feel more in love with the world and gracious and joyful,joy
i have a very difficult time allowing people to do nice things for me without feeling either insulted or like i m in their debt,anger
i feel like i should give it a shout out because it was that delicious,joy
i get the feeling youve been punished enough,sadness
id kick myself into gear but i just feel irritable with no motivation what so ever,anger
i cannot remember in which mix i heard this first and not remembering it is making me feeling all irritable,anger
i feel to support other women with infertility problems this valuable personal counseling is available for a restricted number of individuals,joy
i got to chat with rustie dean from my hometown moose jaw and everyone made me feel so welcomed and comfortable,joy
i have no control over what comes out of the sky but with a busy christmas period and games in january all again weather permitting i feel alex will be a very useful addition to our squad,joy
i feel completely honored to be an influence to this young talented fully alive beautiful girl woman,joy
i know many young women sometimes feel like their career is much more important than a family but i would like to share with them the fact that they have a biological clock and at a certain time they may wish to have children but can t yet a man can still have children,joy
i am feeling excited and also nervous worrying about all the little details and hoping that our first day goes well,joy
i was feeling pretty bitchy and horrible but dont worry,anger
i wanted to be here and it seems as though the feeling is mutual the club was keen to keep me,joy
i should feel like there is much to do sure because there is but not so much that im overwhelmed unhappy and not enjoying my time with my family,joy
i feel amazing about tonight,joy
im feeling you up grumpy,anger
i feel like i have been rather unkind to it,anger
i feel there are some who still wants us together and i im being rebellious,anger
i feel sooo bitchy that i made out with devin,anger
i can make them laugh out loud i feel a keen sense of accomplishment,joy
im feeling very optimistic about my stash reducing abilities this month too so you can expect a really big empties post next time,joy
i feel awkward saying such things,sadness
i would feel empty,sadness
i feel to be the most popular right now,joy
i was in the bathroom i had sat down to pee it was to make me feel submissive again per instructions,sadness
i hate when i feel stupid because i dont know these things already,sadness
i can see the shallow of many lives and if i try to give love or atention to that person then i can see the distance and the confusion looks to me that people stop trusting others and feel insulted or misstreated by affeccion,anger
i feel is probably the most acceptable strategy to finding out historical past it does not imply by any means that it is the only method to study historical past we must always have this subject clear,joy
i seem down its probably because i feel a bit defeated,sadness
i feel drained after being out and about even if ive enjoyed myself,sadness
i possibly feel foolish for,sadness
i feel a little disheartened,sadness
i growled at her i began to feel extremely annoyed with her,anger
i will feel so glad to go sing me to sleep sing me to sleep i dont want to wake up on my own anymore,joy
i feel less than and isolated,sadness
i didnt feel passionate about most of the posts,joy
i feel low energy i m just thirsty,sadness
i think i want to go to an aa meeting just to hear the stories but it feels rude,anger
i m not feeling creative this week since i really love the stories and photos from this week,joy
i feel foolish not putting them but that game was telling,sadness
i feel like people are taking these stages of life way too lightly which is why there is usually an unfortunate announcement of a divorce too,sadness
i never feel as alone as i do when i bare my soul to some friend because it s then that i best understand the unbreakable barrier,sadness
i feel so helpless i have no one to talk to,sadness
when there was a possibility of getting on better in professional life i valorized very much this aspect people showed me this possibility,joy
i feel like especially in the art world we could all do with a little more reality and little less you fill in the blank,sadness
i would feel ashamed or guilty if i were to take too much of the commons for myself,sadness
i attribute this feeling of melancholy to the bloody,sadness
i admit to feeling sympathy with the dignified and the defiant,joy
i feel so unimportant to you now its not even fucking funny,sadness
i wonder if feeling complacent is a result of my laziness,joy
i tend to question whether there is a god and if i feel i m in intelligent enough company i will tell them if they ask,joy
im feeling fine other than normal pregnancy symptoms,joy
i learned the silent crushing pain of not being wanted and feeling i was unloved,sadness
i feel like it only had created in me a more grumpy state at the meanness around me,anger
i usually just feel aggravated with the unprofessional attitude of the rest of the cast,anger
i do feel offended and i think justly,anger
i remember something about the artwork i spent hours with in school i feel smart and worthy,joy
i feel much more energetic generally im sleeping better and so is my wife,joy
i did not feel disappointed with the performance here,sadness
i realized that constantly checking my phone and multitasking made me feel rushed and ragged by the time i reached my destination even if i was talking to someone i really like,anger
i am feeling confident that i will be able to get to the back door before dinner time,joy
i feel so pissed of for the fact that i am not that talented and creative as many others designers are,anger
i think after i evolve to dress pants i might finally feel comfortable wearing skirts at work but for now theyre in the distant future,joy
i was about to feel insulted and show opportunity the finger then the door when it presented the prize two weeks in italy,anger
i am feeling any less submissive,sadness
i feel many petty people have judged me simply because i may be one,anger
i suppose that when a magazine is presenting practical tips to their readers its editors feel the need to spice up the article in order to make it seem not so boring,sadness
i needed with money that i had occasionally made me feel guilty,sadness
i feel civilly disturbed class delicious title share this on del,sadness
i am only confirming that i feel what acker felt or recognise at least that rich world she describes,joy
i must find a way to accept these limitations until they are older without feeling held back or resentful,anger
i have now lived in virginia for about eight whole months and it feels super weird,joy
i feel kinda popular,joy
i don t recall ever truly feeling sorry for myself or playing the victim and if i did it was short lived and i would move ahead,sadness
i was made to feel like it was my fault that i couldn t control my husband and his violent behavior if they even believed it existed,anger
i wonder if this is what master is feeling i am r wanting and eager to please and i am master who could very much enjoy his my attentions but won t because it is wrong as i he has no desire to return his my affections,joy
i had continued to think along those lines i probably would have done the dishes in anger and when he got up wed have had a fight about that with me feeling completely abused,sadness
i lets me into his fucked up world and he usually does i feel fucked up too and honestly a little scared,anger
im feeling stressed about upcoming events drowning in feelings of being overwhelmed with how much i need to do in order to get my house back in order and the long week i have ahead of me that my husband will be out of town,anger
i don t feel petty,anger
im feeling a little disillusioned about vision therapy lately,sadness
i feel more happiness and are more peaceful,joy
i hurt their feelings for refusing to listen to their spiteful hurtful sniping at others,anger
i know im not in the best place of my life still dealing with the infertility issue but i feel i have a lot to be thankful for,joy
i must have been feeling a little cranky about the,anger
i respect his privacy so i wont divulge details of our chat but it got me thinking about the notion of home coz i was feeling a little homesick in the morning and here i was with a total stranger a few thousand miles from singapore but i actually felt at home,sadness
i am feeling and it allows me to be distracted from my own life and caught up in someone elses even though theyre not real people,anger
i expressed my concerns that jens mobility had really declined to the point that she now sometimes uses crutches and on a good day the doctor suggested occupational therapy and said he would contact our local occupational therapist and we went on our merry way feeling rather disheartened,sadness
i had to get up soon for choir so i dealt with the feeling of a headache thats not killer but could get that way if you angered it for most of the evening,anger
i remember going to shandur the highest polo ground in the world located in north western pakistan and feeling helpless because there were no signals there and i couldn t post my facebook status or tweet about the marvelous surroundings,sadness
im sure ive got it right and my state of unencumberedness despite many years of feeling like i couldnt keep up anybody else is causing me to see my life as charmed,joy
i must admit that tonight i am feeling a bit homesick for my little,sadness
i am feeling a bit gloomy i guess,sadness
i like feeling submissive or at the very least that my lover is dominant,sadness
i like them cause i can take or of one if i am having muscle pains and i don t want to feel groggy,sadness
i was feeling unhappy with my work i joined in with the carping,sadness
i have the right to feel jealous naman to think na theres no us to begin with,anger
my sister lost one of her twin sons my first nephews and then the older one died a week later,sadness
i am progressively getting it done and am feeling pretty confident that i will get it all done before i hit too close to the wire,joy
i feel hated but i don t care,anger
i am not a deep thinker and sometimes i leave feeling depressed and not inspired,sadness
i do feel slighted when some people use their piece of the cyber world to be rude towards me,anger
i feel we are getting into dangerous territory when we simply ignore the parts of the constitution we don t want to follow or create extra constitutional bureaucracies,anger
i feel so worthless beaten and broken,sadness
i said quietly too tired to feel anguished anything but resigned,sadness
i was feeling quite groggy in the days before the race the glands in my neck were sore and swollen and i could tell my body was fighting a bug of some kind,sadness
i must say it is a wonderful feeling and makes me feel so submissive,sadness
i see those forms that i havent do yet i just feel very agitated,anger
im tired of the book and ready to have it out of here and finding out that i was given unsuitable images and then feeling blamed for the result did not sit well,sadness
i feel profoundly insulted by this anime how dumb does it think we are,anger
i feel like people think im just being selfish with my gender if that makes sense,anger
i find myself often feeling isolated alone and starved for stimulating adult conversation,sadness
i can t help but think what they must be feeling with the loss of jon s talented advanced horse coupled with the joy of a new baby on the way such a mixture of extreme emotions,joy
i wake up and i feel absolutely worthless,sadness
i died would alex and matt feel regretful for not coming to visit,sadness
i feel pretty the body of the email usually contains oh so pretty,joy
i will come across a book that i feel has valuable information in it that i should keep for perusal at a later date,joy
i would feel a violent stab of loneliness,anger
i woke up today with totally no text so i was feeling pretty gloomy at first then my precious idiotic don called and cheered me up,sadness
i always feel humiliated,sadness
i was feeling a little annoyed at some people,anger
i havent known sue anything like as long as bloater and lisa but i feel like i have you know one of those people you meet and you just click with you can have grumpy old people conversations straight away with them but then roll around laughing the next minute well thats sue,anger
i feel for steve irwins family but it was a tragic accident,sadness
i feel soo disturbed by it,sadness
i almost feel greedy with my rd child when so many people i know are working so hard for or,anger
i don t feel any safe,joy
i really think each and every person can begin to sympathise with bernards character on which ever level this might be just because its part of being human to experience self doubt and feel worthless and ultimately unnecessary without purpose,sadness
i miss yall miss your comments and feedback and feel a little resentful that id had to shut it off due to a few bad apples to folks who just dont understood much as i might be baffled as well by their lives,anger
i feel like everyone will think i am a fake and point and laugh at me,sadness
i feel like a failure of a parent which add that to the emotional rollercoaster of having to have an unplanned c section and well some days i feel like i have just failed from the beginning,sadness
i have been feeling i find myself becoming less and less amused and interested in many of the activities and attitudes that have brought me joy in the past,joy
i feel i had to make as a hateful bastard is too stupid to make any assumed connections that are not themselves hateful,anger
i am feeling impatient restless excited,anger
i feel so heartbroken but in a silly way of course,sadness
i feel like i would have more direction that i would still feel innocent,joy
i found myself feeling jealous though,anger
i was feeling emotional i sat backstage during the two hour play and ate,sadness
im feeling pretty determined right now i just have to keep my determination flowing from now on,joy
i refuse to rate the book but if she and her publisher feel snobbish then take it from me when i say jeanette winterson cannot write and essentially does not do wish to do anything with the scope to explore,anger
i didnt even realise just how out of control i have been feeling lately until i had a week of calm to gain some much needed perspective,joy
i only cry when i think how guilty youll make me feel and yes ive fucked up a million reasons for shame and im sorry,anger
i can t believe all the newborns that i ve photographed with heads full of dark hair but i am feeling just a little envious because my babies are bald and blonde as they come,anger
i am feeling very thankful and relieved,joy
i was feeling a little like a cold was coming on,anger
i write when im feeling in the mood to dont let the cute face and my shyness ever fool you im here,joy
i feel dumb but happy,sadness
i feel divine original mix,joy
i feel is glamorous will be shared there,joy
i feel horrible because youd think id know after a mountain together,sadness
i was in a dark moment of my life at that precise moment so each time i read her stuff the fleeting feeling of empathy for her and her triumphs was quickly succeeded by bitterness and guilty resentment towards her,sadness
i remember then feeling bitter that i couldnt pop the balloons and join in the celebrations,anger
i prayed for love for the people that i was feeling bitter towards and that they would find what was best for them,anger
discovering a good friend had lied to me,anger
im sure that each person has their own complex set of reasons for leaving and chalking it up to one reason or feeling like because they all hated academia is probably a little too simple,anger
i feel disturbed when i see people break into pieces right in front of me because of love,sadness
i feel mad sad and discouraged there is something so marvelous about the lord jesus something about the holy word of god that ignites my soul with hope to once again keep moving forward,anger
the first day i visited the hospital i was disgusted because i experienced offensive smell which i never expected i nearly ran away from the course,anger
i need a little pick me up so sue me if a sparkly lighted tree makes me feel better,joy
i feel just insulted,anger
i will take care of the flashback of swingsets and telling the tiniest of white lies for the sake of feeling free for several hours arriving home late after staying out past curfew to watch some horror movie well sort of,joy
i went blonde i was feeling adventurous and a little lost in who i was as a person,joy
i reconciled and life goes on as does marriage but i feel terrible for what i did to her and to the one with whom i had the affair,sadness
i knew that if we werent giving thanks its because i wasnt feeling very thankful either,joy
i feel really greedy wanting all this stuff but my mom asked me to make a list so,anger
i took several deep breaths feeling the cold air burn its way into my lungs and exhaling little clouds of vapor,anger
four weeks ago i felt very much touched to find an asciatic patient who had asked the very morning to be tapped of the fluid,anger
i feel a craving i get excited and sometimes it feels like it s the only thing that can make me feel better,joy
when they changed my office to another room without my agreement,anger
i feel kinda violent today,anger
i could claim to redeem the genre but it didn t leave me feeling as entirely frustrated to the point of beating my head against a wall either,anger
i do feel jaded very often,sadness
i shaved some of my head yesterday and i am feeling very keen on such things also it is very good for refrence as far as comics go,joy
i couldnt help feel infuriated when i had left the building,anger
i just grab something and hit myself just to feel pain damn i know the risks and injuries that might occur i know its dangerous,anger
i know you do but i m feeling impatient cause i asked you a question in mine and i m waiting for an answer,anger
i felt joy when i passed the worst phase in my life and discovered how many people considered me important to them,joy
ive been desperately trying to finish up my machine learning p set but im now far enough along that im no longer in complete panic mode i feel like my mood is on a spinner is she detachedly amused or freaking the fuck out,joy
i feel that i ve been very gracious in not freaking out about finances so if you saw it fit to smooth things over monetarily i wouldn t say no,joy
i just wanted to apologize to you because i feel like a heartless bitch,anger
i am feeling particularly disheartened and unmotivated today,sadness
i was feeling a bit casual and put on a plain tank top with loose bottoms i got from zara,joy
im unhappy i feel irritated by everything and i yell,anger
i feel offended and sad because they do not know their ignorance,anger
i think it makes me feel like the heir to an incredibly rich and diverse legacy of stories and experiences,joy
i love you to me actually made me feel dismayed and disappointed,sadness
i didnt feel like anyone really hated me or noone new anyway and i managed to just not think about those who do,sadness
i go back to my village i feel i am really lonely,sadness
i was to do the same to them i would have this guilty conscience and i would feel like a heartless bitch,anger
i feel rotten for that but i was so mad at the whole situation i could have thrown a temper tantrum myself,sadness
during my holiday i met again a friend who had tried to commit suicide she had just left hospital,sadness
i didnt feel insulted though,anger
i go into work when im feeling low ill only feel worse all or nothing thinking e,sadness
i woke up today feeling pissed off,anger
one of my very good friends came to me for advice as her boyfriend had been hitting her and beating her quite harmfully,anger
i need to reflect on why i feel irritated,anger
i feel sentimental i close my eyes and look up i feel powerful if i do that,sadness
i still feel like i was somehow one of the family members horribly wronged by the tragic events that have transpired today,anger
i now worried but i was starting to feel pretty dumb for not even knowing the basics,sadness
i dun feel blamed,sadness
i can feel the hesitation the temptation to pull back and dull the activities of the season out of habit,sadness
i have a confession to make and i feel so rotten about this,sadness
i might go get a car wash if i am feeling really generous my car needs it,joy
i feel very thrilled about the move and would hope that we eventually build up a superbike cbs sportsline the irl expands to races in three more than in,joy
i need that warmth to remind me hes there when life feels cold and empty,anger
i feel lame even saying it,sadness
i mean i know how it feels that a person is valued by the family if s he gives money or food to the table,joy
im feeling generous im going to share them on my blog too,joy
i feel he just play my feeling maybe he want to broke my hearts,sadness
i want to get up in the mornings feeling excited about going to work instead of wanting to hit the snooze button,joy
